logging_page_id,nan
show_suggested_profiles,nan
show_follow_dialog,nan
biography,nan
blocked_by_viewer,nan
restricted_by_viewer,nan
country_block,nan
external_url,nan
external_url_linkshimmed,nan
followers,nan
followed_by_viewer,nan
following,nan
follows_viewer,nan
full_name,nan
has_ar_effects,nan
has_clips,nan
has_guides,nan
has_channel,nan
has_blocked_viewer,nan
highlight_reel_count,nan
has_requested_viewer,nan
id,None
is_business_account,nan
is_joined_recently,nan
business_category_name,nan
overall_category_name,nan
category_enum,nan
is_private,nan
is_verified,nan
mutual_followers,nan
profile_pic_url,nan
profile_pic_url_hd,nan
requested_by_viewer,nan
username,nan
connected_fb_page,nan
posts,nan
